#{"t_start": 1745837767.579715, "env_id": "None"}
r,l,t
80.0,17,6162.839907
54.0,17,6163.311769
32.0,17,6163.311827
54.0,17,6163.311841
54.0,17,6163.31185
80.0,17,6163.311858
32.0,17,6163.311866
54.0,17,6163.311873
80.0,17,6163.311881
54.0,17,6163.782201
32.0,17,6163.782259
32.0,17,6163.782271
32.0,17,6163.78228
32.0,17,6163.782288
14.0,17,6163.782296
32.0,17,6163.782305
32.0,17,6163.782312
32.0,17,6164.30344
32.0,17,6164.303496
54.0,17,6164.30351
32.0,17,6164.30352
32.0,17,6164.303528
32.0,17,6164.303536
54.0,17,6164.303543
54.0,17,6164.303551
54.0,17,6164.703049
80.0,17,6164.703116
80.0,17,6164.703129
58.0,17,6164.703138
54.0,17,6164.703146
32.0,17,6164.703154
54.0,17,6164.703162
80.0,17,6164.70317
58.0,17,6165.212012
54.0,17,6165.212067
80.0,17,6165.212079
80.0,17,6165.212088
32.0,17,6165.212095
80.0,17,6165.212103
54.0,17,6165.212111
80.0,17,6165.212119
54.0,17,6165.720656
80.0,17,6165.720709
80.0,17,6165.720719
54.0,17,6165.720726
54.0,17,6165.720733
80.0,17,6165.72074
80.0,17,6165.720747
80.0,17,6165.720754
32.0,17,6166.235567
80.0,17,6166.235653
32.0,17,6166.235669
80.0,17,6166.235679
14.0,17,6166.235687
80.0,17,6166.235695
80.0,17,6166.235703
80.0,17,6166.235711
32.0,17,6166.7076
14.0,17,6166.707657
32.0,17,6166.707672
32.0,17,6166.707681
54.0,17,6166.70769
80.0,17,6166.707697
54.0,17,6166.707706
54.0,17,6166.707714
54.0,17,6167.175808
80.0,17,6167.175878
32.0,17,6167.175893
80.0,17,6167.175902
80.0,17,6167.17591
32.0,17,6167.175917
54.0,17,6167.175925
54.0,17,6167.175932
32.0,17,6167.659212
54.0,17,6167.659269
54.0,17,6167.659278
54.0,17,6167.659286
54.0,17,6167.659292
80.0,17,6167.659299
32.0,17,6167.659306
58.0,17,6167.659313
80.0,17,6168.123092
54.0,17,6168.123147
32.0,17,6168.123157
32.0,17,6168.123164
32.0,17,6168.123171
32.0,17,6168.123178
54.0,17,6168.123184
80.0,17,6168.123191
32.0,17,6168.595028
54.0,17,6168.595107
32.0,17,6168.595118
54.0,17,6168.595125
32.0,17,6168.595132
80.0,17,6168.595139
80.0,17,6168.595146
54.0,17,6168.595152
80.0,17,6169.043832
54.0,17,6169.043903
32.0,17,6169.043918
32.0,17,6169.043927
54.0,17,6169.043936
32.0,17,6169.043943
54.0,17,6169.043951
32.0,17,6169.043959
54.0,17,6169.500036
54.0,17,6169.500089
54.0,17,6169.500099
32.0,17,6169.500107
54.0,17,6169.500114
54.0,17,6169.500121
80.0,17,6169.500127
32.0,17,6169.500134
32.0,17,6169.923098
32.0,17,6169.923149
32.0,17,6169.923159
14.0,17,6169.923166
54.0,17,6169.923173
32.0,17,6169.92318
32.0,17,6169.923187
80.0,17,6169.923194
32.0,17,6170.379742
80.0,17,6170.379799
32.0,17,6170.379815
80.0,17,6170.379824
32.0,17,6170.379833
14.0,17,6170.379841
32.0,17,6170.379849
54.0,17,6170.379858
80.0,17,6170.847803
54.0,17,6170.847864
32.0,17,6170.847877
54.0,17,6170.847886
32.0,17,6170.847894
80.0,17,6170.847902
54.0,17,6170.84791
32.0,17,6170.847919
54.0,17,6171.332774
80.0,17,6171.332833
32.0,17,6171.332849
54.0,17,6171.332857
54.0,17,6171.332865
54.0,17,6171.332874
54.0,17,6171.332882
32.0,17,6171.332891
54.0,17,6171.827137
32.0,17,6171.827194
54.0,17,6171.82721
32.0,17,6171.82722
32.0,17,6171.827229
54.0,17,6171.827237
80.0,17,6171.827245
32.0,17,6171.827253
80.0,17,6172.158921
80.0,17,6172.158978
32.0,17,6172.158992
80.0,17,6172.159002
54.0,17,6172.15901
54.0,17,6172.159019
54.0,17,6172.159026
32.0,17,6172.159035
32.0,17,6172.639704
54.0,17,6172.639759
80.0,17,6172.639772
32.0,17,6172.639781
54.0,17,6172.639788
54.0,17,6172.639796
54.0,17,6172.639804
58.0,17,6172.639812
54.0,17,6173.133721
54.0,17,6173.133793
32.0,17,6173.133804
32.0,17,6173.133811
80.0,17,6173.133818
54.0,17,6173.133825
54.0,17,6173.133832
32.0,17,6173.133839
80.0,17,6173.628
80.0,17,6173.628052
80.0,17,6173.628062
80.0,17,6173.628076
32.0,17,6173.628083
54.0,17,6173.62809
54.0,17,6173.628098
32.0,17,6173.628104
36.0,17,6174.107359
32.0,17,6174.107417
32.0,17,6174.107431
80.0,17,6174.10744
58.0,17,6174.107449
32.0,17,6174.107457
80.0,17,6174.107465
58.0,17,6174.107472
80.0,17,6174.592339
80.0,17,6174.592404
80.0,17,6174.592416
80.0,17,6174.592424
54.0,17,6174.592432
32.0,17,6174.59244
80.0,17,6174.592448
32.0,17,6174.592455
54.0,17,6175.015766
80.0,17,6175.015826
80.0,17,6175.01584
80.0,17,6175.01585
80.0,17,6175.015857
54.0,17,6175.015865
80.0,17,6175.015873
80.0,17,6175.015881
32.0,17,6175.227502
54.0,17,6175.227558
54.0,17,6175.227572
54.0,17,6175.227582
54.0,17,6175.227589
32.0,17,6175.227597
32.0,17,6175.227605
80.0,17,6175.227613
80.0,17,6175.685357
54.0,17,6175.685415
54.0,17,6175.685427
58.0,17,6175.685436
80.0,17,6175.685444
80.0,17,6175.685452
62.0,17,6175.685459
80.0,17,6175.685467
32.0,17,6176.16757
80.0,17,6176.16763
54.0,17,6176.167646
54.0,17,6176.167655
32.0,17,6176.167664
58.0,17,6176.167672
32.0,17,6176.16768
54.0,17,6176.167688
80.0,17,6176.671966
14.0,17,6176.672023
54.0,17,6176.672037
54.0,17,6176.672046
80.0,17,6176.672054
58.0,17,6176.672062
54.0,17,6176.67207
54.0,17,6176.672078
54.0,17,6177.180996
80.0,17,6177.181054
80.0,17,6177.181069
80.0,17,6177.181079
80.0,17,6177.181087
54.0,17,6177.181094
32.0,17,6177.181102
54.0,17,6177.181118
54.0,17,6177.659289
32.0,17,6177.659347
54.0,17,6177.659358
32.0,17,6177.659365
32.0,17,6177.659372
54.0,17,6177.659379
32.0,17,6177.659385
32.0,17,6177.659392
54.0,17,6178.139268
80.0,17,6178.13935
80.0,17,6178.139365
54.0,17,6178.139374
32.0,17,6178.139382
32.0,17,6178.13939
32.0,17,6178.139398
58.0,17,6178.139406
80.0,17,6178.630718
54.0,17,6178.630773
80.0,17,6178.630784
32.0,17,6178.63079
32.0,17,6178.630798
58.0,17,6178.630805
54.0,17,6178.630811
80.0,17,6178.630818
80.0,17,6179.10292
80.0,17,6179.102988
36.0,17,6179.103004
80.0,17,6179.103013
32.0,17,6179.103021
32.0,17,6179.10303
32.0,17,6179.103038
32.0,17,6179.103046
80.0,17,6179.579745
80.0,17,6179.579808
32.0,17,6179.579821
80.0,17,6179.57983
54.0,17,6179.579838
54.0,17,6179.579846
80.0,17,6179.579854
80.0,17,6179.579861
54.0,17,6180.055111
32.0,17,6180.055163
80.0,17,6180.055173
32.0,17,6180.05518
54.0,17,6180.055187
80.0,17,6180.055194
32.0,17,6180.0552
32.0,17,6180.055207
80.0,17,6180.526254
58.0,17,6180.526329
80.0,17,6180.526339
32.0,17,6180.526346
80.0,17,6180.526354
58.0,17,6180.52636
32.0,17,6180.526367
54.0,17,6180.526374
54.0,17,6181.013188
32.0,17,6181.01324
54.0,17,6181.01325
54.0,17,6181.013258
54.0,17,6181.013265
54.0,17,6181.013271
80.0,17,6181.013278
54.0,17,6181.013284
32.0,17,6181.504928
54.0,17,6181.505001
32.0,17,6181.505018
54.0,17,6181.505027
32.0,17,6181.505036
54.0,17,6181.505044
54.0,17,6181.505052
32.0,17,6181.50506
80.0,17,6181.683554
54.0,17,6181.68361
58.0,17,6181.683622
54.0,17,6181.683631
32.0,17,6181.683639
58.0,17,6181.683648
80.0,17,6181.683656
80.0,17,6181.683663
32.0,17,6181.843674
54.0,17,6181.843731
54.0,17,6181.843743
80.0,17,6181.843752
32.0,17,6181.84376
54.0,17,6181.843769
54.0,17,6181.843777
54.0,17,6181.843786
80.0,17,6181.998582
80.0,17,6181.998641
54.0,17,6181.998656
32.0,17,6181.998666
80.0,17,6181.998674
54.0,17,6181.998682
32.0,17,6181.998689
54.0,17,6181.998698
54.0,17,6182.286226
54.0,17,6182.286282
54.0,17,6182.286293
58.0,17,6182.286302
54.0,17,6182.286309
54.0,17,6182.286317
54.0,17,6182.286325
32.0,17,6182.286333
54.0,17,6182.786798
54.0,17,6182.786856
54.0,17,6182.786866
54.0,17,6182.786873
80.0,17,6182.786881
80.0,17,6182.786888
54.0,17,6182.786895
32.0,17,6182.786901
80.0,17,6183.275226
80.0,17,6183.275283
54.0,17,6183.275292
80.0,17,6183.275299
54.0,17,6183.275306
32.0,17,6183.275313
54.0,17,6183.27532
32.0,17,6183.275326
54.0,17,6183.747895
54.0,17,6183.747949
80.0,17,6183.747958
54.0,17,6183.747966
58.0,17,6183.747973
58.0,17,6183.747979
80.0,17,6183.747986
80.0,17,6183.747992
80.0,17,6184.219573
80.0,17,6184.21963
32.0,17,6184.219641
80.0,17,6184.219651
32.0,17,6184.219658
58.0,17,6184.219666
80.0,17,6184.219674
54.0,17,6184.219682
54.0,17,6184.715169
32.0,17,6184.715221
32.0,17,6184.71523
80.0,17,6184.715238
58.0,17,6184.715245
54.0,17,6184.715251
32.0,17,6184.715258
54.0,17,6184.715265
80.0,17,6185.206695
32.0,17,6185.206753
80.0,17,6185.206764
32.0,17,6185.206773
32.0,17,6185.20678
58.0,17,6185.206789
80.0,17,6185.206797
80.0,17,6185.206805
80.0,17,6185.651544
80.0,17,6185.651599
80.0,17,6185.651613
54.0,17,6185.651621
32.0,17,6185.651629
80.0,17,6185.651637
80.0,17,6185.651645
80.0,17,6185.651653
80.0,17,6186.127006
32.0,17,6186.127059
54.0,17,6186.127069
80.0,17,6186.127076
80.0,17,6186.127083
32.0,17,6186.127089
32.0,17,6186.127095
80.0,17,6186.127102
32.0,17,6186.599312
80.0,17,6186.599373
32.0,17,6186.599388
32.0,17,6186.599398
80.0,17,6186.599406
54.0,17,6186.599414
54.0,17,6186.599422
32.0,17,6186.59943
32.0,17,6187.0517
54.0,17,6187.051758
54.0,17,6187.051773
80.0,17,6187.051782
80.0,17,6187.05179
54.0,17,6187.051799
32.0,17,6187.051807
80.0,17,6187.051814
80.0,17,6187.268955
32.0,17,6187.269008
54.0,17,6187.269018
54.0,17,6187.269025
58.0,17,6187.269032
32.0,17,6187.269039
54.0,17,6187.269045
80.0,17,6187.269052
54.0,17,6187.459133
54.0,17,6187.459184
54.0,17,6187.459195
54.0,17,6187.459202
54.0,17,6187.459208
58.0,17,6187.459215
80.0,17,6187.459222
32.0,17,6187.459229
54.0,17,6187.602416
54.0,17,6187.602466
54.0,17,6187.602475
80.0,17,6187.602482
32.0,17,6187.602489
32.0,17,6187.602495
32.0,17,6187.602502
80.0,17,6187.602509
80.0,17,6187.666797
32.0,17,6187.666846
54.0,17,6187.666857
58.0,17,6187.666863
54.0,17,6187.66687
80.0,17,6187.666877
54.0,17,6187.666884
54.0,17,6187.66689
32.0,17,6187.765026
80.0,17,6187.765077
54.0,17,6187.765087
32.0,17,6187.765094
54.0,17,6187.765101
80.0,17,6187.765108
54.0,17,6187.76513
80.0,17,6187.765136
32.0,17,6187.846987
32.0,17,6187.84706
54.0,17,6187.847071
58.0,17,6187.847079
36.0,17,6187.847085
54.0,17,6187.847092
54.0,17,6187.847099
32.0,17,6187.847105
54.0,17,6187.93298
32.0,17,6187.933033
58.0,17,6187.933044
54.0,17,6187.933051
32.0,17,6187.933058
80.0,17,6187.933064
32.0,17,6187.933071
54.0,17,6187.933077
54.0,17,6187.999029
54.0,17,6187.999078
32.0,17,6187.999088
80.0,17,6187.999095
80.0,17,6187.999101
32.0,17,6187.999108
54.0,17,6187.999115
80.0,17,6187.999121
54.0,17,6188.072895
32.0,17,6188.072944
32.0,17,6188.072954
58.0,17,6188.072961
32.0,17,6188.072968
80.0,17,6188.072974
54.0,17,6188.072981
54.0,17,6188.072988
80.0,17,6188.155061
32.0,17,6188.155113
80.0,17,6188.155124
32.0,17,6188.155131
54.0,17,6188.155138
54.0,17,6188.155144
80.0,17,6188.155151
32.0,17,6188.155157
32.0,17,6188.192985
80.0,17,6188.193032
32.0,17,6188.193042
54.0,17,6188.193049
80.0,17,6188.193056
32.0,17,6188.193062
80.0,17,6188.193068
54.0,17,6188.193075
54.0,17,6188.266983
80.0,17,6188.267031
80.0,17,6188.267042
54.0,17,6188.267049
54.0,17,6188.267056
80.0,17,6188.267063
54.0,17,6188.267069
58.0,17,6188.267076
54.0,17,6188.403054
54.0,17,6188.403107
54.0,17,6188.403117
80.0,17,6188.403124
32.0,17,6188.403131
54.0,17,6188.403138
32.0,17,6188.403145
32.0,17,6188.403151
54.0,17,6188.896845
80.0,17,6188.896899
54.0,17,6188.896911
54.0,17,6188.896919
80.0,17,6188.896927
54.0,17,6188.896935
54.0,17,6188.896942
80.0,17,6188.89695
32.0,17,6189.39312
58.0,17,6189.393181
58.0,17,6189.393196
80.0,17,6189.393206
80.0,17,6189.393215
54.0,17,6189.393223
80.0,17,6189.393231
80.0,17,6189.393239
32.0,17,6189.859134
54.0,17,6189.859196
80.0,17,6189.859206
80.0,17,6189.859214
54.0,17,6189.85922
54.0,17,6189.859227
80.0,17,6189.859234
54.0,17,6189.859241
54.0,17,6190.335942
32.0,17,6190.336005
54.0,17,6190.336019
54.0,17,6190.336028
80.0,17,6190.336038
54.0,17,6190.336046
54.0,17,6190.336054
32.0,17,6190.336061
80.0,17,6190.827367
54.0,17,6190.827425
80.0,17,6190.827438
54.0,17,6190.827456
54.0,17,6190.827464
80.0,17,6190.827471
80.0,17,6190.82748
54.0,17,6190.827487
54.0,17,6191.294397
54.0,17,6191.294477
54.0,17,6191.29449
80.0,17,6191.294499
80.0,17,6191.294508
54.0,17,6191.294516
54.0,17,6191.294523
58.0,17,6191.294531
32.0,17,6362.595139
80.0,17,6362.595217
80.0,17,6362.59523
32.0,17,6362.595237
80.0,17,6362.595244
80.0,17,6362.595251
32.0,17,6362.595258
54.0,17,6362.595265
54.0,17,6363.14539
32.0,17,6363.145449
54.0,17,6363.145466
80.0,17,6363.145475
80.0,17,6363.145484
54.0,17,6363.145492
54.0,17,6363.1455
32.0,17,6363.145509
54.0,17,6363.62125
80.0,17,6363.621325
54.0,17,6363.621336
32.0,17,6363.621344
80.0,17,6363.621351
58.0,17,6363.621358
32.0,17,6363.621364
80.0,17,6363.621371
32.0,17,6364.082573
54.0,17,6364.082628
80.0,17,6364.082639
54.0,17,6364.082646
80.0,17,6364.082653
54.0,17,6364.08266
54.0,17,6364.082667
32.0,17,6364.082674
32.0,17,6364.535262
80.0,17,6364.535319
32.0,17,6364.535334
32.0,17,6364.535344
80.0,17,6364.535352
54.0,17,6364.53536
80.0,17,6364.535369
54.0,17,6364.535377
54.0,17,6365.021394
54.0,17,6365.02145
54.0,17,6365.021463
80.0,17,6365.021471
32.0,17,6365.02148
32.0,17,6365.021488
32.0,17,6365.021496
80.0,17,6365.021504
80.0,17,6365.509824
32.0,17,6365.509886
32.0,17,6365.509898
32.0,17,6365.509907
80.0,17,6365.509915
54.0,17,6365.509923
80.0,17,6365.509931
80.0,17,6365.509939
80.0,17,6366.007734
80.0,17,6366.007796
54.0,17,6366.007808
54.0,17,6366.007817
80.0,17,6366.007826
32.0,17,6366.007835
58.0,17,6366.007844
32.0,17,6366.007852
58.0,17,6366.501062
54.0,17,6366.501127
80.0,17,6366.501137
32.0,17,6366.501144
80.0,17,6366.501152
32.0,17,6366.501158
80.0,17,6366.501165
80.0,17,6366.501172
32.0,17,6366.999215
32.0,17,6366.999268
32.0,17,6366.999278
32.0,17,6366.999285
32.0,17,6366.999292
58.0,17,6366.999299
32.0,17,6366.999306
80.0,17,6366.999313
32.0,17,6367.501387
80.0,17,6367.501454
58.0,17,6367.501466
54.0,17,6367.501474
80.0,17,6367.501482
54.0,17,6367.50149
54.0,17,6367.501498
54.0,17,6367.501506
32.0,17,6367.979242
32.0,17,6367.979298
54.0,17,6367.979309
54.0,17,6367.979316
54.0,17,6367.979324
54.0,17,6367.97933
32.0,17,6367.979337
54.0,17,6367.979344
54.0,17,6368.470585
80.0,17,6368.470638
80.0,17,6368.470648
80.0,17,6368.470655
80.0,17,6368.470661
80.0,17,6368.470668
54.0,17,6368.470675
32.0,17,6368.470681
32.0,17,6368.947136
54.0,17,6368.947188
32.0,17,6368.947199
80.0,17,6368.947206
14.0,17,6368.947214
32.0,17,6368.947221
54.0,17,6368.947227
80.0,17,6368.947234
80.0,17,6369.427927
36.0,17,6369.428001
58.0,17,6369.428012
58.0,17,6369.428019
80.0,17,6369.428026
66.0,17,6369.428033
54.0,17,6369.42804
32.0,17,6369.428047
80.0,17,6369.925097
32.0,17,6369.925153
54.0,17,6369.925163
32.0,17,6369.92517
58.0,17,6369.925178
80.0,17,6369.925184
80.0,17,6369.925191
54.0,17,6369.925198
14.0,17,6370.416188
54.0,17,6370.416247
54.0,17,6370.416257
32.0,17,6370.416264
80.0,17,6370.416271
54.0,17,6370.416278
54.0,17,6370.416285
32.0,17,6370.416291
80.0,17,6370.927763
54.0,17,6370.927818
32.0,17,6370.927831
32.0,17,6370.927839
80.0,17,6370.927847
80.0,17,6370.927855
80.0,17,6370.927863
80.0,17,6370.92787
32.0,17,6371.435029
80.0,17,6371.435122
80.0,17,6371.435135
32.0,17,6371.435146
54.0,17,6371.435154
32.0,17,6371.435164
58.0,17,6371.435174
54.0,17,6371.435182
80.0,17,6371.88539
14.0,17,6371.88545
54.0,17,6371.885463
54.0,17,6371.885472
80.0,17,6371.88548
32.0,17,6371.885489
80.0,17,6371.885498
32.0,17,6371.885506
54.0,17,6372.340849
32.0,17,6372.340906
80.0,17,6372.340922
80.0,17,6372.340931
32.0,17,6372.34094
54.0,17,6372.340948
80.0,17,6372.340956
80.0,17,6372.340964
80.0,17,6372.812052
54.0,17,6372.812111
32.0,17,6372.812125
80.0,17,6372.812135
80.0,17,6372.812143
80.0,17,6372.812151
54.0,17,6372.812159
32.0,17,6372.812167
32.0,17,6373.287887
54.0,17,6373.287948
32.0,17,6373.287964
54.0,17,6373.287973
32.0,17,6373.287982
80.0,17,6373.28799
80.0,17,6373.287998
80.0,17,6373.288011
54.0,17,6373.77181
54.0,17,6373.771868
32.0,17,6373.771882
54.0,17,6373.771892
32.0,17,6373.7719
80.0,17,6373.771909
14.0,17,6373.771917
54.0,17,6373.771925
32.0,17,6374.269454
32.0,17,6374.269514
36.0,17,6374.269528
54.0,17,6374.269538
32.0,17,6374.269546
80.0,17,6374.269554
54.0,17,6374.269562
32.0,17,6374.26957
80.0,17,6374.766999
14.0,17,6374.767057
54.0,17,6374.767071
80.0,17,6374.767079
80.0,17,6374.767087
14.0,17,6374.767095
32.0,17,6374.767103
54.0,17,6374.767111
54.0,17,6375.248149
32.0,17,6375.248207
80.0,17,6375.24822
80.0,17,6375.24823
54.0,17,6375.248237
54.0,17,6375.248246
80.0,17,6375.248254
80.0,17,6375.248262
32.0,17,6375.718171
80.0,17,6375.718298
32.0,17,6375.718311
54.0,17,6375.71832
54.0,17,6375.718329
32.0,17,6375.718337
54.0,17,6375.718345
32.0,17,6375.718353
32.0,17,6375.973187
54.0,17,6375.97324
80.0,17,6375.973251
32.0,17,6375.973259
32.0,17,6375.973265
80.0,17,6375.973272
32.0,17,6375.973279
54.0,17,6375.973286
36.0,17,6376.011132
54.0,17,6376.011184
58.0,17,6376.011193
32.0,17,6376.011201
80.0,17,6376.011208
54.0,17,6376.011214
32.0,17,6376.011221
54.0,17,6376.011227
54.0,17,6376.060484
80.0,17,6376.060551
54.0,17,6376.06056
80.0,17,6376.060566
32.0,17,6376.060571
54.0,17,6376.060577
32.0,17,6376.060582
54.0,17,6376.060587
80.0,17,6376.086777
54.0,17,6376.086818
32.0,17,6376.086827
54.0,17,6376.086834
32.0,17,6376.086839
80.0,17,6376.086844
54.0,17,6376.08685
58.0,17,6376.086857
54.0,17,6376.122883
32.0,17,6376.122935
54.0,17,6376.12295
80.0,17,6376.12296
54.0,17,6376.122969
54.0,17,6376.122977
54.0,17,6376.122984
32.0,17,6376.122993
32.0,17,6376.166101
54.0,17,6376.166169
54.0,17,6376.166193
80.0,17,6376.166207
32.0,17,6376.166219
54.0,17,6376.166232
36.0,17,6376.166244
32.0,17,6376.166255
32.0,17,6376.212385
80.0,17,6376.212418
54.0,17,6376.212426
80.0,17,6376.212432
54.0,17,6376.212437
54.0,17,6376.212442
54.0,17,6376.212446
32.0,17,6376.212451
32.0,17,6376.241716
32.0,17,6376.241756
54.0,17,6376.241767
80.0,17,6376.241774
54.0,17,6376.241781
32.0,17,6376.241788
32.0,17,6376.241795
80.0,17,6376.241801
80.0,17,6376.27223
80.0,17,6376.272271
80.0,17,6376.272282
80.0,17,6376.272289
32.0,17,6376.272296
80.0,17,6376.272303
32.0,17,6376.27231
32.0,17,6376.272316
80.0,17,6376.668026
32.0,17,6376.668085
32.0,17,6376.668099
32.0,17,6376.668109
54.0,17,6376.668117
54.0,17,6376.668125
32.0,17,6376.668133
32.0,17,6376.668141
32.0,17,6377.135648
80.0,17,6377.135715
32.0,17,6377.135727
54.0,17,6377.135736
80.0,17,6377.135744
32.0,17,6377.135752
54.0,17,6377.135759
80.0,17,6377.135767
32.0,17,6377.599885
54.0,17,6377.599988
54.0,17,6377.600004
32.0,17,6377.600015
32.0,17,6377.600024
80.0,17,6377.600032
54.0,17,6377.600039
54.0,17,6377.600047
54.0,17,6378.085789
80.0,17,6378.085846
80.0,17,6378.085857
80.0,17,6378.085864
58.0,17,6378.085871
80.0,17,6378.085878
36.0,17,6378.085885
54.0,17,6378.085891
80.0,17,6378.588564
32.0,17,6378.58862
80.0,17,6378.588632
32.0,17,6378.588639
80.0,17,6378.588645
54.0,17,6378.588653
80.0,17,6378.58866
54.0,17,6378.588666
32.0,17,6379.071295
32.0,17,6379.07136
40.0,17,6379.07137
32.0,17,6379.071378
32.0,17,6379.071385
80.0,17,6379.071391
54.0,17,6379.071398
32.0,17,6379.071405
54.0,17,6379.54926
58.0,17,6379.549345
32.0,17,6379.549361
32.0,17,6379.549371
54.0,17,6379.549379
54.0,17,6379.549387
54.0,17,6379.549395
32.0,17,6379.549403
54.0,17,6380.05136
58.0,17,6380.051413
54.0,17,6380.051424
32.0,17,6380.051431
32.0,17,6380.051439
54.0,17,6380.051446
80.0,17,6380.051452
32.0,17,6380.051459
54.0,17,6380.527792
80.0,17,6380.52785
80.0,17,6380.527863
80.0,17,6380.527871
32.0,17,6380.527879
32.0,17,6380.527886
54.0,17,6380.527894
32.0,17,6380.527901
80.0,17,6380.684154
54.0,17,6380.684207
54.0,17,6380.684216
54.0,17,6380.684222
80.0,17,6380.684226
54.0,17,6380.684231
32.0,17,6380.684237
54.0,17,6380.684242
54.0,17,6380.712982
32.0,17,6380.713019
32.0,17,6380.713027
54.0,17,6380.713039
32.0,17,6380.713045
32.0,17,6380.713049
58.0,17,6380.713054
32.0,17,6380.713059
32.0,17,6380.741797
54.0,17,6380.741832
54.0,17,6380.74184
80.0,17,6380.741846
54.0,17,6380.741852
80.0,17,6380.741856
32.0,17,6380.741861
32.0,17,6380.741866
80.0,17,6380.76605
14.0,17,6380.766082
80.0,17,6380.766092
54.0,17,6380.766097
80.0,17,6380.766103
80.0,17,6380.766108
32.0,17,6380.766113
32.0,17,6380.766118
80.0,17,6380.789584
32.0,17,6380.789614
54.0,17,6380.789623
54.0,17,6380.789629
